Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Predicted_SalePrice
354,30,4,8520,1,3,3,0,4,0,17,2,2,0,2,6,8,1928,2003,1,1,12,13,3,2,0,0,0,624,624,1,2,1,720,0,0,720,0,0,1,0,2,1,3,5,6,0,2,484,2,106,0,0,0,0,0,0,5,2010,8,4,114355.04
355,50,3,8400,1,3,0,0,4,0,18,2,2,0,0,6,5,1940,2000,1,1,13,8,3,4,1,388,0,552,940,1,0,1,1192,403,0,1595,0,0,1,0,2,1,3,6,6,2,1,240,2,0,0,108,0,0,0,0,6,2006,8,4,147518.9
356,20,3,11249,1,1,3,0,4,0,5,2,2,0,2,6,5,1995,1995,1,1,12,13,2,2,2,334,544,322,1200,1,0,1,1200,0,0,1200,1,0,2,0,3,1,2,6,6,0,2,521,2,0,26,0,0,0,0,0,8,2007,8,4,174325.81
357,20,3,9248,1,0,3,0,4,0,8,2,2,0,2,6,6,1992,1992,1,1,6,6,3,4,2,560,0,598,1158,1,2,1,1167,0,0,1167,1,0,2,0,3,1,2,6,6,0,2,400,2,120,26,0,0,0,0,0,7,2009,8,4,170769.27
358,120,4,4224,1,3,3,0,4,0,10,2,2,4,2,5,5,1976,1976,1,1,5,5,3,4,2,874,0,268,1142,1,4,1,1142,0,0,1142,1,0,1,1,3,1,3,6,6,1,2,528,2,536,90,0,0,0,0,0,8,2007,8,4,139036.86
359,80,3,6930,1,0,3,0,4,0,4,2,2,0,7,5,4,1958,1958,3,1,13,7,3,4,1,300,294,468,1062,1,0,1,1352,0,0,1352,0,1,1,0,3,1,2,6,3,0,1,288,2,168,0,294,0,0,0,0,7,2006,8,0,124089.75
360,60,3,12011,1,0,3,0,1,0,15,2,2,0,5,8,5,1998,1998,1,1,12,13,2,4,2,956,0,130,1086,1,0,1,1086,838,0,1924,1,0,2,1,3,1,2,7,6,1,2,592,2,208,75,0,0,374,0,0,6,2006,8,4,276529.35
361,85,3,7540,1,0,3,0,1,0,11,2,2,0,6,6,6,1978,1978,1,1,12,13,3,4,1,773,0,115,888,1,0,1,912,0,0,912,1,0,1,0,2,1,3,5,6,1,2,470,2,0,0,0,0,192,0,0,6,2007,8,4,149981.6
362,50,3,9144,1,3,3,0,4,0,3,2,2,0,0,5,5,1940,1982,1,1,8,8,3,4,1,399,0,484,883,1,2,1,988,517,0,1505,1,0,1,0,3,1,3,8,6,0,1,240,0,0,0,0,0,0,0,0,7,2008,8,4,148401.57
363,85,3,7301,1,3,3,0,0,0,7,2,2,0,6,7,5,2003,2003,1,1,6,6,2,4,3,0,0,0,0,1,0,1,495,1427,0,1922,0,0,3,0,4,1,2,7,6,1,2,672,2,0,0,177,0,0,0,0,7,2009,3,4,196879.9
364,160,4,1680,1,3,3,0,4,0,2,2,2,3,5,6,8,1972,2007,1,1,6,6,3,4,1,162,0,321,483,1,2,1,483,504,0,987,0,0,1,1,2,1,2,5,6,0,1,264,2,250,0,0,0,0,0,0,5,2009,8,4,101504.5
365,60,3,18800,1,0,3,0,2,0,14,2,2,0,5,6,5,1976,1976,1,1,6,6,3,4,2,712,0,84,796,1,4,1,790,784,0,1574,1,0,2,1,3,1,3,6,6,1,2,566,2,306,111,0,0,0,0,0,7,2006,8,4,188454.0
366,70,4,10690,1,3,3,0,4,0,9,2,2,0,5,5,7,1920,1997,3,1,12,13,3,2,1,456,0,216,672,1,2,1,672,672,0,1344,0,0,1,0,3,1,3,6,6,0,1,468,2,0,128,218,0,0,0,0,7,2009,8,4,133114.52
367,20,3,9500,1,0,3,0,4,0,12,2,2,0,2,6,5,1963,1963,1,1,9,10,3,4,1,609,0,785,1394,1,2,1,1394,0,0,1394,1,0,1,1,3,1,3,6,6,2,2,514,2,0,76,0,0,185,0,0,7,2009,8,4,160073.5
368,80,3,9150,1,0,3,0,0,0,12,2,2,0,7,6,5,1962,1962,1,5,9,10,3,4,1,371,0,728,1099,1,2,1,1431,0,0,1431,0,1,1,0,3,1,3,6,6,1,1,296,2,64,110,0,0,0,0,0,12,2008,8,4,155841.5
369,20,3,7800,1,3,3,0,4,0,12,2,2,0,2,5,6,1954,1954,1,1,6,6,3,4,2,540,0,728,1268,1,2,1,1268,0,0,1268,0,0,1,0,2,1,3,7,6,1,1,244,2,0,98,0,0,0,0,0,3,2010,8,4,136176.25
370,20,3,9830,1,0,3,0,0,0,12,2,2,0,2,5,7,1959,2006,1,1,13,14,3,2,1,72,258,733,1063,1,0,1,1287,0,0,1287,1,0,1,0,3,1,2,7,6,1,2,576,2,364,17,0,0,182,0,0,3,2010,8,4,160264.5
371,60,3,8121,1,0,3,0,4,0,8,2,2,0,5,6,5,2000,2000,1,1,12,13,3,4,2,0,0,953,953,1,0,1,953,711,0,1664,0,0,2,1,3,1,3,7,6,1,2,460,2,100,40,0,0,0,0,0,1,2006,8,4,175130.95
372,50,3,17120,1,3,3,0,4,0,4,1,2,0,0,4,4,1959,1959,1,1,14,10,3,4,1,0,0,0,0,1,4,1,1120,468,0,1588,0,0,2,0,4,1,3,7,3,1,2,680,0,0,59,0,0,0,0,0,7,2008,8,4,154500.88
373,120,3,7175,1,3,3,0,4,0,20,2,2,4,2,6,5,1984,1984,1,1,9,10,3,4,1,623,121,0,744,1,4,1,752,0,0,752,1,0,1,0,2,1,3,4,6,0,1,264,2,353,0,0,0,90,0,0,2,2010,8,4,120227.0
374,20,3,10634,1,3,3,0,4,0,12,2,2,0,2,5,6,1953,1953,1,1,8,8,3,4,2,428,180,0,608,1,4,1,1319,0,0,1319,1,0,1,0,3,1,3,5,3,0,1,270,2,66,0,0,0,0,0,0,11,2009,8,4,122594.0
375,60,3,8200,1,3,3,0,4,0,5,2,2,0,5,7,5,2003,2004,1,1,12,13,2,4,2,0,0,847,847,1,0,1,847,1081,0,1928,0,0,2,1,4,1,2,8,6,1,2,434,2,100,48,0,0,0,0,0,7,2007,8,4,205488.5
376,30,3,10020,1,0,2,0,4,2,7,2,2,0,2,1,1,1922,1950,1,1,13,14,1,1,0,350,0,333,683,1,2,0,904,0,0,904,1,0,0,1,1,1,1,4,0,0,0,0,2,0,0,0,0,0,0,0,3,2009,8,4,67569.0
377,85,3,8846,1,0,3,0,1,0,5,2,2,0,6,5,5,1996,1996,1,1,12,13,2,4,2,298,0,572,870,1,0,1,914,0,0,914,0,0,1,0,2,1,3,5,6,0,2,576,2,0,0,0,0,0,0,0,7,2006,8,4,144714.83
378,60,1,11143,1,0,3,0,0,0,21,2,2,0,5,8,5,2004,2005,1,1,5,5,2,4,2,0,0,1580,1580,1,0,1,1580,886,0,2466,0,0,3,0,4,1,2,8,6,1,2,610,2,159,214,0,0,0,0,0,12,2007,8,4,322933.57
379,20,3,11394,1,3,3,0,0,0,22,2,2,0,2,9,2,2010,2010,3,1,12,13,2,4,2,1445,0,411,1856,1,0,1,1856,0,0,1856,1,0,1,1,1,1,0,8,6,1,3,834,2,113,0,0,0,0,0,0,6,2010,6,5,381485.73
380,60,3,8123,1,0,3,0,4,0,8,6,2,0,5,6,5,2000,2000,1,1,12,13,3,4,2,0,0,982,982,1,0,1,1007,793,0,1800,0,0,2,1,3,1,3,7,6,1,2,463,2,100,63,0,0,0,0,0,6,2009,8,4,185026.0
381,50,3,5000,1,3,3,0,4,0,18,2,2,0,0,5,6,1924,1950,1,1,3,14,3,4,0,218,0,808,1026,1,4,1,1026,665,0,1691,0,0,2,0,3,1,2,6,6,1,1,308,2,0,0,242,0,0,0,0,5,2010,8,4,130662.0
382,20,1,7200,1,3,3,0,4,0,21,2,2,0,2,7,5,2006,2006,1,1,12,13,2,4,2,0,0,1293,1293,1,0,1,1301,0,0,1301,1,0,2,0,2,1,2,5,6,1,2,572,2,216,121,0,0,0,0,0,8,2006,6,5,191236.34
383,60,3,9245,1,0,3,0,4,0,5,2,2,0,5,7,5,2006,2006,1,1,12,13,2,4,2,0,0,939,939,1,0,1,939,858,0,1797,0,0,2,1,3,1,2,8,6,0,2,639,2,144,53,0,0,0,0,0,4,2007,8,4,214238.49
384,45,2,9000,1,3,3,0,0,0,20,2,2,0,1,6,3,1928,1950,1,1,13,14,3,4,0,0,0,784,784,1,4,0,784,0,0,784,0,0,1,0,2,1,3,5,6,0,2,360,0,0,0,91,0,0,0,0,10,2009,8,4,84891.0
385,60,3,53107,1,1,2,0,0,1,4,1,2,0,5,6,5,1992,1992,1,1,6,6,2,4,2,985,0,595,1580,1,0,1,1079,874,0,1953,1,0,2,1,3,1,2,9,6,2,2,501,2,216,231,0,0,0,0,0,6,2007,8,4,239822.75
386,120,3,3182,1,3,3,0,4,0,0,2,2,4,2,8,5,2004,2005,1,1,12,13,2,4,2,24,0,1232,1256,1,0,1,1269,0,0,1269,0,0,2,0,2,1,2,6,6,1,2,430,2,146,20,0,0,144,0,0,4,2010,8,4,197524.56
387,50,3,8410,1,3,3,0,2,0,7,1,2,0,0,5,3,1910,1996,2,1,13,13,3,1,2,0,0,658,658,1,4,1,658,526,0,1184,0,0,1,0,5,1,3,8,6,0,0,0,0,0,151,0,0,0,0,0,5,2006,8,1,88962.0
388,80,3,7200,1,3,3,0,4,0,7,2,2,0,7,6,6,1976,1976,3,1,8,8,3,4,1,631,0,410,1041,1,0,1,1125,0,0,1125,1,0,1,0,3,1,3,6,6,1,1,352,2,296,0,0,0,0,0,0,10,2009,8,0,132896.0
389,20,3,9382,1,0,3,0,1,0,5,2,2,0,2,7,5,1999,2000,1,1,12,13,2,4,2,0,0,1468,1468,1,0,1,1479,0,0,1479,0,0,2,0,3,1,2,6,6,0,2,577,2,120,25,0,0,0,0,0,7,2008,8,4,193045.9
390,60,3,12474,1,3,3,0,4,0,16,2,2,0,5,10,5,2007,2008,1,1,12,13,0,4,2,1280,0,402,1682,1,0,1,1742,590,0,2332,1,0,2,1,3,1,0,9,6,1,3,846,2,196,134,0,0,0,0,0,8,2008,6,5,399416.45
391,50,3,8405,1,3,3,0,4,0,7,2,2,0,0,5,8,1900,1950,1,1,8,8,3,4,0,241,391,229,861,1,0,1,961,406,0,1367,1,0,1,0,4,1,3,7,6,0,1,384,2,0,130,112,0,0,0,0,4,2008,8,4,119762.83
392,60,3,12209,1,0,3,0,1,0,11,2,2,0,5,6,5,2001,2002,1,1,12,13,3,4,2,690,0,114,804,1,0,1,804,1157,0,1961,1,0,2,1,3,1,2,7,6,1,2,560,2,125,192,0,0,0,0,0,6,2009,8,4,212353.5
393,20,3,8339,1,0,3,0,4,0,12,2,2,0,2,5,7,1959,1959,1,1,8,8,3,4,3,0,0,0,0,1,4,1,882,0,0,882,0,0,1,0,3,1,3,5,6,0,1,294,2,0,0,0,0,0,0,1200,7,2007,8,4,105650.66
394,30,3,7446,1,3,3,0,0,0,3,1,2,0,2,4,5,1941,1950,1,1,14,15,3,4,1,266,0,522,788,1,4,1,788,0,0,788,0,0,1,0,2,1,3,4,6,2,0,0,2,0,0,0,0,0,0,0,4,2006,8,0,97193.5
395,50,3,10134,1,3,3,0,4,0,17,2,2,0,0,5,6,1940,1950,1,1,8,8,3,4,1,0,0,735,735,1,2,1,735,299,0,1034,0,0,1,0,2,1,3,5,6,0,1,240,2,0,39,0,0,0,0,0,7,2007,8,4,112725.37
396,20,3,9571,1,3,3,0,4,0,7,2,2,0,2,5,6,1956,1956,1,1,13,14,3,4,1,739,0,405,1144,1,4,1,1144,0,0,1144,1,0,1,0,3,1,3,6,6,0,1,596,2,44,0,0,0,0,0,0,6,2010,8,4,134196.5
397,20,3,7200,1,3,2,0,4,0,5,2,2,0,2,5,5,1972,1972,3,1,8,8,3,4,1,777,0,117,894,1,4,1,894,0,0,894,0,0,1,0,2,1,3,6,6,0,2,600,2,215,0,0,0,0,0,0,9,2009,8,4,127192.7
398,60,3,7590,1,3,3,0,4,0,12,4,2,0,5,5,5,1962,1962,1,1,12,13,3,4,1,540,0,324,864,1,4,1,876,936,0,1812,0,0,2,0,4,1,3,8,6,1,1,264,2,0,168,0,0,0,0,0,7,2007,8,4,167576.0
399,30,4,8967,1,3,3,0,0,0,9,2,2,0,2,5,2,1920,1950,1,1,8,8,3,1,0,0,0,961,961,1,2,1,1077,0,0,1077,0,0,1,0,2,1,3,6,1,0,1,338,0,0,0,0,0,0,0,0,11,2007,8,0,109335.0
400,60,1,8125,1,3,3,0,4,0,21,2,2,0,5,7,5,2006,2007,1,1,5,5,2,4,2,812,0,280,1092,1,0,1,1112,438,0,1550,1,0,2,0,2,1,2,7,6,0,2,438,2,0,168,0,0,0,0,0,10,2009,8,4,223568.5
401,120,3,14963,1,1,3,0,4,0,24,2,2,4,2,8,5,1996,1996,1,1,3,3,2,4,2,786,0,474,1260,1,0,1,1288,0,0,1288,1,0,1,1,1,1,0,4,6,2,2,500,2,120,30,0,0,224,0,0,12,2008,8,4,243346.06
402,20,3,8767,1,0,3,0,4,0,5,2,2,0,2,7,5,2005,2005,1,1,12,13,2,4,2,24,0,1286,1310,1,0,1,1310,0,0,1310,0,0,2,0,3,1,2,6,6,1,2,400,2,0,0,0,0,0,0,0,7,2006,6,5,170613.07
403,30,3,10200,1,3,3,0,4,0,19,2,2,0,2,5,8,1940,1997,1,1,13,14,3,4,2,0,0,672,672,1,0,1,672,0,0,672,0,0,1,0,2,1,3,4,6,0,1,240,0,168,0,0,0,0,0,0,8,2008,8,4,108358.0
404,60,3,12090,1,3,3,0,0,0,15,2,2,0,5,8,5,1998,1998,3,1,12,13,2,4,2,0,0,1141,1141,1,2,1,1165,1098,0,2263,0,0,2,1,4,1,2,10,6,1,2,420,2,144,123,0,0,0,0,0,7,2006,8,0,259936.32
405,60,3,10364,1,0,3,0,4,0,8,2,2,0,5,6,5,1995,1996,1,1,8,8,3,4,2,0,0,806,806,1,2,1,806,766,0,1572,0,0,2,1,3,1,3,7,6,1,2,373,2,0,40,0,0,0,0,0,5,2007,8,4,170699.85
406,20,3,9991,1,0,3,0,0,0,19,1,2,0,2,4,4,1976,1993,1,1,9,10,3,4,1,1116,0,165,1281,1,0,1,1620,0,0,1620,1,0,2,0,3,1,3,8,2,1,2,490,2,120,78,0,0,0,0,0,6,2009,8,4,161210.87
407,50,3,10480,1,3,3,0,4,0,18,2,2,0,0,6,5,1936,1950,1,1,8,8,3,4,0,0,0,1064,1064,1,0,1,1166,0,473,1639,0,0,1,0,3,1,3,6,1,0,1,240,2,0,0,0,0,0,0,0,3,2008,8,4,124464.0
408,70,3,15576,1,3,3,0,4,0,6,2,2,0,5,6,7,1915,1976,1,1,13,10,3,4,0,0,0,840,840,1,0,1,840,840,0,1680,0,0,2,0,4,1,3,8,6,0,1,308,2,0,0,160,0,0,0,0,3,2008,8,4,169268.79
409,60,3,14154,1,3,3,0,0,0,16,2,2,0,5,7,5,2006,2006,1,1,12,13,2,4,2,0,0,1063,1063,1,0,1,1071,1101,0,2172,0,0,2,1,3,1,2,9,6,1,3,947,2,192,62,0,0,0,0,0,8,2007,6,5,270412.84
410,60,1,10800,1,3,3,0,4,0,21,2,2,0,5,8,5,2007,2008,1,1,12,13,2,4,2,789,0,245,1034,1,0,1,1050,1028,0,2078,1,0,2,1,3,1,0,8,6,1,3,836,2,0,102,0,0,0,0,0,4,2008,6,5,321389.99
411,20,3,9571,1,3,3,0,4,0,7,2,2,0,2,5,3,1958,1958,1,1,2,2,3,1,1,0,0,1276,1276,1,4,1,1276,0,0,1276,0,0,1,0,3,1,3,5,4,0,1,350,2,0,0,0,0,0,0,0,6,2009,0,0,88956.0
412,190,3,34650,1,3,0,0,4,0,8,2,2,1,2,5,5,1955,1955,3,1,13,14,3,4,1,1056,0,0,1056,1,4,0,1056,0,0,1056,1,0,1,0,3,1,3,5,6,0,2,572,2,264,0,0,0,0,0,0,1,2006,8,4,141645.12
413,20,1,4403,1,1,3,0,4,0,21,2,2,0,2,7,5,2009,2009,1,1,8,8,0,4,2,578,0,892,1470,1,0,1,1478,0,0,1478,1,0,2,1,2,1,2,7,6,1,2,484,2,0,144,0,0,0,0,0,6,2010,6,5,218276.89
414,30,4,8960,1,3,3,0,4,0,17,0,2,0,2,5,6,1927,1950,1,1,14,15,3,4,1,0,0,1008,1008,1,2,1,1028,0,0,1028,0,0,1,0,2,1,3,5,6,1,2,360,2,0,0,130,0,0,0,0,3,2010,8,4,120474.75
415,60,3,11228,1,1,3,0,1,0,20,2,2,0,5,7,5,1993,1993,1,1,12,13,2,4,2,50,531,499,1080,1,0,1,1080,1017,0,2097,0,1,2,1,3,1,2,9,6,1,3,678,2,196,187,0,0,0,0,0,12,2008,8,4,237188.31
416,20,3,8899,1,0,3,0,4,0,8,2,2,0,2,7,5,2007,2007,1,1,12,13,2,4,2,24,0,1316,1340,1,0,1,1340,0,0,1340,0,0,2,0,3,1,2,6,6,0,2,396,2,100,30,0,0,0,0,0,8,2007,6,5,184754.67
417,60,3,7844,1,3,3,0,4,0,19,2,2,0,5,6,7,1978,1978,3,1,6,6,3,4,1,209,0,463,672,1,4,1,672,728,0,1400,0,0,1,1,3,1,3,6,6,1,2,440,2,0,0,0,0,0,0,0,3,2006,8,4,155860.66
418,70,3,22420,1,0,3,0,4,0,6,1,2,0,5,6,6,1918,1950,3,1,13,12,3,4,0,1128,0,242,1370,2,4,0,1370,1254,0,2624,1,0,2,1,4,1,3,10,6,1,3,864,0,0,0,0,0,0,0,0,11,2007,8,4,234393.7
419,50,3,8160,1,3,3,0,4,0,7,2,2,0,0,5,6,1940,1950,1,1,8,8,3,4,0,312,0,444,756,1,1,0,756,378,0,1134,1,0,1,1,3,1,3,7,6,0,1,240,1,0,0,0,0,0,0,0,4,2007,8,1,116653.54
420,20,3,8450,1,3,3,0,4,0,12,2,2,0,2,5,6,1968,1968,1,1,12,13,3,4,1,775,0,281,1056,1,0,1,1056,0,0,1056,1,0,1,0,3,1,3,6,6,1,1,304,2,0,85,184,0,0,0,0,7,2010,8,4,140085.25
421,90,4,7060,1,3,3,0,4,0,11,2,2,2,6,7,5,1997,1998,1,1,12,13,3,2,2,1309,0,35,1344,1,0,1,1344,0,0,1344,2,0,2,0,2,2,3,8,6,0,4,784,2,0,0,0,0,0,0,0,11,2008,8,2,194120.81
422,20,3,16635,1,0,3,0,2,0,14,2,2,0,2,6,7,1977,2000,1,1,5,5,2,4,1,1246,0,356,1602,1,2,1,1602,0,0,1602,0,1,2,0,3,1,2,8,6,1,2,529,2,240,0,0,0,0,0,0,6,2009,8,4,208727.0
423,20,3,21750,1,3,1,0,4,1,11,0,2,0,2,5,5,1954,1954,3,1,6,6,3,4,1,0,0,988,988,1,0,1,988,0,0,988,0,0,1,0,2,1,3,4,6,0,2,520,0,0,0,0,0,0,0,0,2,2008,8,4,126759.1
424,60,3,9200,1,3,3,0,4,0,15,2,2,0,5,8,5,1998,1998,1,1,12,13,2,4,2,986,0,484,1470,1,2,1,1470,1160,0,2630,1,0,2,1,4,1,2,8,6,1,3,696,2,0,66,0,0,0,0,0,6,2008,8,4,330210.76
425,20,3,9000,1,3,3,0,4,0,12,2,2,0,2,6,5,1956,1956,1,1,13,14,3,4,1,616,0,580,1196,1,2,1,1196,0,0,1196,1,0,1,0,2,1,3,6,6,1,1,297,2,0,44,0,0,0,0,0,5,2008,8,4,141074.0
426,60,4,3378,1,3,1,0,4,0,17,2,2,0,5,7,8,1946,1992,1,1,6,6,3,2,1,0,0,651,651,1,2,1,707,682,0,1389,0,0,1,1,3,1,3,6,6,2,1,240,1,0,0,126,0,0,0,0,9,2009,8,4,136713.9
427,80,3,12800,1,3,2,0,4,1,20,2,2,0,7,7,5,1989,1989,1,1,13,14,2,4,2,1518,0,0,1518,1,2,1,1644,0,0,1644,1,1,2,0,2,1,2,5,6,1,2,569,2,80,0,0,0,396,0,0,8,2009,8,4,218909.1
428,20,3,8593,1,0,3,0,4,0,12,2,2,0,2,4,6,1957,1957,3,1,8,8,3,4,1,288,0,619,907,1,0,1,907,0,0,907,0,0,1,0,3,1,3,5,6,0,1,352,2,0,0,0,0,0,0,0,7,2008,8,4,114779.0
429,20,3,6762,1,3,3,0,4,0,5,2,2,0,2,7,5,2007,2007,1,1,12,13,2,4,2,664,0,544,1208,1,0,1,1208,0,0,1208,1,0,2,0,2,1,2,6,6,0,2,628,2,105,54,0,0,0,0,0,9,2007,6,5,196457.65
430,20,3,11457,1,0,3,0,0,0,23,2,2,0,2,6,5,1988,1988,1,1,6,6,3,4,1,1005,0,387,1392,1,4,1,1412,0,0,1412,1,0,2,0,3,1,2,6,6,1,2,576,2,0,0,169,0,0,0,0,3,2009,8,4,175098.09
431,160,4,1680,1,3,3,0,4,0,2,2,2,3,5,6,5,1971,1971,1,1,6,6,3,4,1,387,0,96,483,1,4,1,483,504,0,987,0,0,1,1,2,1,3,4,6,0,1,264,2,0,0,0,0,0,0,0,7,2008,0,0,89641.0
432,50,4,5586,1,0,0,0,4,0,17,1,2,0,0,6,7,1920,1998,1,1,8,8,3,4,0,0,0,901,901,1,2,1,1088,110,0,1198,0,0,1,0,4,1,3,7,6,0,0,0,0,0,98,0,0,0,0,0,9,2008,3,0,93233.04
433,160,4,1920,1,3,3,0,4,0,2,2,2,4,5,5,5,1971,1971,1,1,6,6,3,4,1,471,0,294,765,1,0,1,765,600,0,1365,1,0,1,1,2,1,3,6,2,0,2,440,2,240,36,0,0,0,0,0,8,2007,8,4,124587.16
434,60,3,10839,1,0,3,0,0,0,8,2,2,0,5,6,5,1997,1998,1,1,12,13,3,4,2,0,0,926,926,1,0,1,926,678,0,1604,0,0,2,1,3,1,3,7,6,1,2,470,2,0,36,0,0,0,0,0,7,2008,8,4,177083.1
435,180,4,1890,1,3,3,0,4,0,10,2,2,3,6,4,7,1972,1972,1,1,5,5,3,2,1,495,0,135,630,1,2,1,630,0,0,630,1,0,1,0,1,1,3,3,6,0,0,0,2,88,0,0,0,0,0,0,6,2008,8,4,85451.0
436,60,3,10667,1,1,3,0,1,0,5,4,2,0,5,7,6,1996,1996,1,1,12,13,2,4,2,385,344,70,799,1,0,1,827,834,0,1661,1,0,2,1,3,1,2,6,6,1,2,550,2,158,61,0,0,0,0,0,4,2009,5,4,206327.45
437,50,4,4400,1,3,3,0,4,0,17,2,2,0,0,6,8,1920,1950,1,1,11,12,3,4,0,0,0,648,648,1,4,1,734,384,0,1118,0,0,1,0,2,1,3,6,6,0,2,440,2,0,0,0,0,0,0,0,10,2006,8,4,115250.08
438,45,4,6000,1,3,3,0,4,0,3,2,2,0,1,6,7,1926,2004,1,1,13,14,2,4,2,0,0,884,884,1,2,1,904,0,0,904,0,0,1,0,2,1,3,4,6,0,1,180,2,0,0,105,0,0,0,0,1,2009,8,4,115796.54
439,30,3,4280,1,3,3,0,4,0,6,2,2,0,2,5,6,1913,2002,1,1,14,12,3,4,2,365,0,75,440,1,4,0,694,0,0,694,0,0,1,0,2,1,2,4,6,1,1,352,1,0,0,34,0,0,0,0,3,2007,8,4,88242.04
440,50,3,12354,1,3,3,0,0,0,7,2,2,0,0,6,8,1920,2000,1,1,13,14,3,4,0,0,0,684,684,1,2,1,684,512,0,1196,0,0,1,0,3,1,2,7,6,0,2,528,2,0,46,0,0,0,0,800,8,2009,4,4,116664.0
441,20,3,15431,1,3,3,0,4,0,16,2,2,0,2,10,5,2008,2008,3,1,12,13,0,4,2,1767,539,788,3094,1,0,1,2402,0,0,2402,1,0,2,0,2,1,0,10,6,2,3,672,2,0,72,0,0,170,0,0,4,2009,8,4,507735.27
442,90,3,12108,1,3,3,0,4,0,7,2,2,2,2,4,4,1955,1955,1,1,12,13,3,4,1,133,0,1307,1440,1,4,0,1440,0,0,1440,0,0,2,0,4,2,1,8,6,0,0,0,2,0,0,0,0,0,0,0,9,2008,8,4,125063.5
443,50,4,6240,1,3,3,0,4,0,3,2,2,0,0,5,7,1930,1992,1,1,8,8,3,4,2,0,0,1078,1078,1,4,1,1128,445,0,1573,0,0,2,0,3,1,3,8,6,1,2,360,1,0,0,0,0,0,0,0,6,2008,8,4,156220.62
444,120,3,3922,1,3,3,0,4,0,0,2,2,4,2,7,5,2006,2007,1,1,14,15,2,4,2,0,0,1258,1258,1,0,1,1258,0,0,1258,0,0,2,0,2,1,2,6,6,1,3,648,2,144,16,0,0,0,0,0,6,2007,6,5,178647.76
445,60,3,8750,1,3,3,0,4,0,5,2,2,0,5,7,5,1994,1995,1,1,12,13,2,2,2,642,0,273,915,1,0,1,933,975,0,1908,1,0,2,1,4,1,2,8,6,1,2,493,2,144,133,0,0,0,0,0,7,2008,8,4,213561.31
446,20,3,9855,1,3,3,0,0,0,7,2,2,0,2,6,5,1956,1956,3,1,13,14,3,4,1,0,0,1436,1436,1,1,1,1689,0,0,1689,0,0,1,0,3,1,3,7,6,1,2,480,2,0,0,0,0,0,0,0,11,2009,0,4,140513.5
447,20,3,16492,1,0,3,0,0,0,12,3,2,0,2,6,6,1966,2002,1,1,3,10,2,4,1,247,713,557,1517,1,0,1,1888,0,0,1888,0,0,2,1,2,1,2,6,4,1,2,578,2,0,0,0,0,0,0,0,6,2010,8,4,195936.0
448,60,3,11214,1,0,3,0,0,0,8,2,2,0,5,7,5,1998,1999,1,1,12,13,2,4,2,0,0,930,930,1,2,1,956,930,0,1886,0,0,2,1,4,1,2,10,6,1,2,431,2,89,0,0,0,0,0,0,7,2006,8,4,206960.87
449,50,4,8600,1,3,0,0,4,0,9,2,2,0,0,6,6,1937,1950,1,1,8,8,3,4,0,0,0,780,780,1,4,1,780,596,0,1376,0,0,2,0,3,1,3,7,6,1,1,198,0,0,0,0,0,0,0,0,6,2006,8,4,119495.54
450,50,4,6000,1,3,3,0,4,0,17,2,2,0,0,3,7,1948,2002,1,1,8,8,3,2,1,331,0,318,649,1,0,1,679,504,0,1183,0,0,1,1,2,1,3,6,6,0,1,308,2,0,176,0,0,0,0,0,6,2007,8,4,117741.5
451,30,4,5684,1,3,3,0,4,0,17,2,2,0,2,6,8,1930,2005,3,1,13,14,3,4,0,0,0,813,813,1,0,1,813,0,0,813,0,0,1,0,2,1,2,5,6,0,1,270,0,0,113,0,0,0,0,0,6,2006,8,4,111234.0
452,20,3,70761,1,0,2,0,4,1,4,2,2,0,2,7,5,1975,1975,1,7,9,10,3,4,1,655,0,878,1533,1,4,1,1533,0,0,1533,1,0,2,0,2,1,2,5,6,2,2,576,2,200,54,0,0,0,0,0,12,2006,8,4,227663.62
453,60,3,9303,1,0,3,0,0,0,23,2,2,0,5,6,5,1996,1997,3,1,12,13,2,4,2,742,0,130,872,1,0,1,888,868,0,1756,1,0,2,1,3,1,3,7,6,0,2,422,2,144,122,0,0,0,0,0,7,2007,8,4,203846.5
454,60,1,9000,1,3,3,0,4,0,21,2,2,0,5,8,5,2008,2008,1,1,12,13,2,4,2,0,0,768,768,1,0,1,786,804,0,1590,0,0,2,1,3,1,2,6,6,0,2,676,2,0,30,0,0,0,0,0,6,2009,8,4,220232.68
